kab,kec,sumber,perkapita,x0,art,lap_usaha,status_usaha
1,60,ssd,573555.2052,1,4,,
1,60,ssd,523360.7704,1,3,,
1,60,ssn,377403.8775,1,4,1,4
1,60,ssn,1139214.115,1,2,1,4
1,60,ssn,758980.9667,1,3,2,4
1,60,ssn,747233.34,1,1,0,0
1,60,ssn,880432.865,1,2,1,2
1,60,ssn,1441336.09,1,4,1,2
1,60,ssn,584460.7275,1,8,1,2
1,60,ssn,1624482.555,1,2,9,1
1,60,ssn,705697.6133,1,3,9,4
1,60,ssn,1313167.323,1,3,6,2
1,60,ssn,521641.6825,1,4,1,4
1,60,ssn,1267621.68,1,4,1,2
1,60,ssn,578842.4533,1,6,1,2
1,60,ssn,1030009.6,1,1,0,0
1,60,ssn,562872.0425,1,4,9,4
1,60,ssn,694340.968,1,5,0,0
1,60,ssn,650522.03,1,4,1,1
1,60,ssn,344232.1533,1,3,1,4
1,60,ssn,1492761.097,1,3,1,2
1,60,ssn,769089.6867,1,3,1,4
1,60,ssd,639092.5948,1,1,,
1,60,ssd,603493.3003,1,4,,
1,60,ssd,480640.4849,1,5,,
1,60,ssd,834871.6359,1,2,,
1,60,ssd,465585.8511,1,4,,
1,60,ssd,489146.2138,1,4,,
1,60,ssd,1071265.721,1,4,,
1,60,ssd,1226287.558,1,2,,
1,60,ssd,2019969.785,1,1,,
1,60,ssd,733299.9194,1,5,,
1,60,ssd,1374957.252,1,2,,
1,60,ssd,861624.1824,1,3,,
1,60,ssd,1994515.729,1,1,,
1,60,ssd,1889384.079,1,2,,
1,60,ssd,468198.9286,1,2,,
1,60,ssd,628742.6393,1,2,,
1,60,ssd,583723.7497,1,5,,
1,60,ssd,1236836.547,1,4,,
1,60,ssd,641316.1255,1,4,,
1,60,ssd,636552.4932,1,3,,
1,60,ssd,590986.9162,1,5,,
1,60,ssd,748904.4653,1,3,,
1,60,ssd,1222744.687,1,2,,
1,60,ssd,781350.433,1,4,,
1,60,ssd,835324.6821,1,3,,
1,60,ssd,586266.1229,1,6,,
1,60,ssd,2148058.995,1,1,,
1,60,ssd,1864100.621,1,2,,
1,60,ssd,770665.9057,1,3,,
1,60,ssd,912357.9111,1,3,,
1,60,ssd,1308006.696,1,3,,
1,60,ssd,663015.7699,1,5,,
1,60,ssd,1774021.901,1,2,,
1,60,ssd,715644.3376,1,3,,
1,60,ssd,848750.8104,1,5,,
1,60,ssd,568073.142,1,4,,
1,60,ssd,502241.18,1,5,,
1,60,ssd,510707.669,1,5,,
1,60,ssd,783650.7381,1,2,,
1,60,ssd,1052877.491,1,4,,
1,60,ssd,2196794.767,1,2,,
1,60,ssd,1434128.279,1,3,,
1,60,ssd,1042905.709,1,4,,
1,60,ssd,1478875.715,1,3,,
1,60,ssd,798075.2761,1,4,,
1,60,ssd,456335.1539,1,5,,
1,60,ssd,1193520.285,1,2,,
1,60,ssd,713437.8643,1,3,,
1,60,ssd,684151.8554,1,4,,
1,60,ssd,1266396.472,1,4,,
1,60,ssd,1380463.956,1,3,,
1,60,ssd,928601.2728,1,4,,
1,60,ssd,674171.5414,1,4,,
1,60,ssd,630454.3609,1,4,,
1,60,ssd,602901.8745,1,4,,
1,60,ssd,739401.843,1,4,,
1,60,ssd,1220993.157,1,4,,
1,60,ssd,1187196.575,1,2,,
1,60,ssd,757480.1401,1,4,,
1,60,ssd,1079352.332,1,4,,
1,60,ssd,600436.0827,1,5,,
1,60,ssd,761182.239,1,4,,
1,60,ssd,576341.7297,1,4,,
1,60,ssd,603618.4081,1,3,,
1,60,ssd,758192.8833,1,3,,
1,60,ssd,668454.6146,1,5,,
1,60,ssd,376240.1575,1,5,,
1,60,ssd,937212.9654,1,3,,
1,60,ssd,2036870.922,1,1,,
1,60,ssd,789591.5352,1,3,,
1,60,ssd,566993.2206,1,5,,
1,60,ssd,654788.1255,1,4,,
1,60,ssd,618895.9639,1,4,,
1,60,ssd,567204.7686,1,5,,
1,60,ssd,513213.647,1,6,,
1,60,ssd,1007539.577,1,2,,
1,60,ssd,753618.8119,1,6,,
1,60,ssd,586000.7398,1,4,,
1,60,ssd,543927.6083,1,5,,
1,60,ssd,694931.1612,1,2,,
1,61,ssn,427627.612,1,5,1,2
1,61,ssn,515372.0375,1,4,1,1
1,61,ssn,608947.61,1,4,1,4
1,61,ssn,513249.2217,1,6,1,2
1,61,ssn,598921.435,1,2,1,4
1,61,ssn,740987.505,1,2,0,0
1,61,ssn,803008.288,1,5,1,2
1,61,ssn,1001130.148,1,4,7,3
1,61,ssn,551980.1733,1,3,1,4
1,61,ssn,912231.835,1,2,1,1
1,61,ssd,1060494.944,1,2,,
1,61,ssd,651175.1182,1,3,,
1,61,ssd,856430.2475,1,1,,
1,61,ssd,520221.6653,1,4,,
1,61,ssd,871045.2932,1,4,,
1,61,ssd,723282.6417,1,4,,
1,61,ssd,465619.9725,1,4,,
1,61,ssd,844370.4685,1,3,,
1,61,ssd,751285.3336,1,3,,
1,61,ssd,437433.4073,1,4,,
1,61,ssd,1470967.289,1,2,,
1,61,ssd,429821.0732,1,5,,
1,61,ssd,1014883.115,1,3,,
1,61,ssd,656539.6553,1,4,,
1,61,ssd,764357.3636,1,3,,
1,61,ssd,492990.4804,1,4,,
1,61,ssd,582540.3306,1,4,,
1,61,ssd,1052692.668,1,1,,
1,61,ssd,698166.9437,1,2,,
1,61,ssd,571425.5024,1,2,,
1,61,ssn,534148.2325,1,4,1,2
1,61,ssn,408042.362,1,5,1,2
1,61,ssn,557615.8867,1,3,1,4
1,61,ssn,554429.068,1,5,9,4
1,61,ssn,434556.206,1,5,1,4
1,61,ssn,748882.76,1,4,1,2
1,61,ssn,521253.59,1,4,2,2
1,61,ssn,612190.48,1,3,1,4
1,61,ssn,691898.43,1,3,1,2
1,61,ssn,485892.856,1,5,1,2
1,61,ssd,565137.8115,1,3,,
1,61,ssd,543133.7331,1,2,,
1,61,ssd,719134.1318,1,2,,
1,61,ssd,789492.9654,1,3,,
1,61,ssd,816429.3843,1,2,,
1,61,ssd,612906.8293,1,3,,
1,61,ssd,639399.6779,1,2,,
1,61,ssd,824845.8315,1,1,,
1,61,ssd,706318.0069,1,3,,
1,61,ssd,690853.7332,1,3,,
1,61,ssd,457942.8082,1,4,,
1,61,ssd,1857492.575,1,2,,
1,61,ssd,597183.8084,1,4,,
1,61,ssd,504588.6857,1,4,,
1,61,ssd,619558.4748,1,4,,
1,61,ssd,915658.1451,1,2,,
1,61,ssd,878216.3327,1,4,,
1,61,ssd,622547.8305,1,3,,
1,61,ssd,825721.5952,1,2,,
1,61,ssd,826005.9355,1,2,,
1,61,ssd,656098.9312,1,4,,
1,61,ssd,495916.3328,1,4,,
1,61,ssd,576213.778,1,4,,
1,61,ssd,665553.2152,1,2,,
1,61,ssd,762787.8106,1,3,,
1,61,ssd,605432.4931,1,4,,
1,61,ssd,797168.2332,1,2,,
1,61,ssd,694629.7626,1,3,,
1,61,ssd,783904.7482,1,3,,
1,61,ssd,704621.4456,1,2,,
1,61,ssd,418106.858,1,4,,
1,61,ssd,607872.1261,1,4,,
1,61,ssd,452571.636,1,4,,
1,61,ssd,866363.1715,1,3,,
1,61,ssd,597957.2103,1,4,,
1,61,ssd,866211.5224,1,2,,
1,61,ssd,1004190.058,1,3,,
1,61,ssd,454983.9728,1,5,,
1,61,ssd,878411.5782,1,3,,
1,61,ssd,746570.038,1,4,,
1,61,ssd,732989.0419,1,3,,
1,61,ssd,467495.6652,1,3,,
1,61,ssd,536620.4658,1,3,,
1,61,ssd,599034.8562,1,3,,
1,61,ssd,531154.515,1,4,,
1,61,ssd,534859.4561,1,2,,
1,61,ssd,666156.0148,1,4,,
1,61,ssd,625796.8816,1,4,,
1,61,ssd,704837.5431,1,2,,
1,61,ssd,650776.0964,1,4,,
1,61,ssd,808718.0986,1,4,,
1,61,ssd,673577.2723,1,5,,
1,61,ssd,741208.3447,1,3,,
1,61,ssd,910378.9107,1,3,,
1,61,ssd,573953.2788,1,4,,
1,61,ssd,670131.0802,1,4,,
1,61,ssd,526634.4672,1,3,,
1,61,ssd,705602.4182,1,4,,
1,61,ssd,858079.4187,1,3,,
1,61,ssd,489766.6411,1,5,,
1,61,ssd,798766.2215,1,2,,
1,61,ssd,704839.4411,1,3,,
1,61,ssd,554461.8142,1,4,,
1,61,ssd,803315.6504,1,3,,
1,61,ssd,600744.6845,1,3,,
1,61,ssd,762700.613,1,2,,
1,61,ssd,635748.7604,1,3,,
1,61,ssd,719128.4425,1,2,,
1,61,ssd,661998.9726,1,3,,
1,61,ssd,572241.5573,1,4,,
1,61,ssn,791519.27,1,1,0,0
1,61,ssn,456438.1,1,1,0,0
1,61,ssn,822692.6333,1,3,1,2
1,61,ssn,465108.3425,1,4,1,2
1,61,ssn,614412.86,1,5,1,2
1,61,ssn,798477.0233,1,3,1,4
1,61,ssn,660273.81,1,1,0,0
1,61,ssn,769976.99,1,3,1,1
1,61,ssn,624119.8283,1,6,1,4
1,61,ssn,404140.0633,1,3,1,4
1,70,ssd,646354.6176,1,2,,
1,70,ssd,689359.2463,1,5,,
1,70,ssd,669221.1927,1,3,,
1,70,ssd,662408.4199,1,3,,
1,70,ssd,553225.8872,1,3,,
1,70,ssd,558698.4722,1,4,,
1,70,ssd,454933.5488,1,6,,
1,70,ssd,621673.9592,1,4,,
1,70,ssd,1269412.365,1,3,,
1,70,ssd,568920.4736,1,4,,
1,70,ssd,542276.9241,1,6,,
1,70,ssd,741056.6955,1,2,,
1,70,ssd,451663.6464,1,3,,
1,70,ssd,590572.9187,1,3,,
1,70,ssd,723427.6542,1,4,,
1,70,ssd,743797.7296,1,2,,
1,70,ssd,615515.1674,1,3,,
1,70,ssd,654893.332,1,4,,
1,70,ssd,1281529.014,1,3,,
1,70,ssd,699117.7745,1,5,,
1,70,ssd,666491.5341,1,3,,
1,70,ssd,690194.0653,1,3,,
1,70,ssd,769342.7803,1,2,,
1,70,ssd,702295.553,1,2,,
1,70,ssd,550318.0405,1,3,,
1,70,ssd,642398.5102,1,3,,
1,70,ssd,640846.3961,1,5,,
1,70,ssd,504455.0447,1,4,,
1,70,ssd,560302.145,1,4,,
1,70,ssd,651410.1752,1,2,,
1,70,ssn,531101.6033,1,3,1,2
1,70,ssn,545610.095,1,4,1,2
1,70,ssn,529072.0375,1,4,1,2
1,70,ssn,595317.28,1,4,1,4
1,70,ssn,1213860.293,1,3,1,2
1,70,ssn,525224.6167,1,6,1,1
1,70,ssn,820423.45,1,3,1,1
1,70,ssn,627612.485,1,4,1,2
1,70,ssn,324175.474,1,5,1,1
1,70,ssn,622302.3633,1,3,1,1
1,70,ssd,532124.1114,1,5,,
1,70,ssd,551430.7577,1,4,,
1,70,ssd,611832.9731,1,4,,
1,70,ssd,590591.8734,1,3,,
1,70,ssd,669751.9606,1,3,,
1,70,ssd,619638.089,1,4,,
1,70,ssd,772848.6847,1,4,,
1,70,ssd,630600.3207,1,3,,
1,70,ssd,1763279.556,1,2,,
1,70,ssd,490897.7436,1,4,,
1,70,ssn,290830.945,1,2,0,0
1,70,ssn,884999.794,1,5,1,2
1,70,ssn,496258.3375,1,4,1,1
1,70,ssn,440897.63,1,4,1,1
1,70,ssn,677996.8267,1,3,1,1
1,70,ssn,589643.47,1,4,1,2
1,70,ssn,606764.28,1,2,1,2
1,70,ssn,1243380.232,1,5,1,2
1,70,ssn,350547.0175,1,4,1,2
1,70,ssn,344058.342,1,5,1,4
1,70,ssd,683051.4603,1,3,,
1,70,ssd,516276.9308,1,3,,
1,70,ssd,758674.3663,1,3,,
1,70,ssd,572604.9433,1,5,,
1,70,ssd,667177.7392,1,3,,
1,70,ssd,511500.029,1,3,,
1,70,ssd,1011759.172,1,2,,
1,70,ssd,437916.7849,1,5,,
1,70,ssd,675252.9802,1,3,,
1,70,ssd,721744.3647,1,3,,
1,70,ssn,756908.3525,1,4,1,1
1,70,ssn,702407.93,1,3,1,4
1,70,ssn,572768.562,1,5,6,1
1,70,ssn,966924.065,1,2,1,2
1,70,ssn,525910.7325,1,4,1,2
1,70,ssn,591180.97,1,4,5,4
1,70,ssn,508519.625,1,4,1,2
1,70,ssn,1318669.03,1,3,9,4
1,70,ssn,802348.9333,1,3,1,2
1,70,ssn,490801.19,1,4,1,1
1,70,ssd,560361.6676,1,3,,
1,70,ssd,2291474.102,1,2,,
1,70,ssd,376218.9284,1,3,,
1,70,ssd,537173.9749,1,1,,
1,70,ssd,511671.5795,1,4,,
1,70,ssd,558503.2235,1,3,,
1,70,ssd,737072.1544,1,6,,
1,70,ssd,808928.5092,1,4,,
1,70,ssd,652376.9294,1,2,,
1,70,ssd,601298.2001,1,3,,
1,70,ssd,615372.9988,1,4,,
1,70,ssd,764433.1858,1,3,,
1,70,ssd,653923.7332,1,4,,
1,70,ssd,535411.076,1,4,,
1,70,ssd,620519.5421,1,4,,
1,70,ssd,631612.5685,1,3,,
1,70,ssd,929090.3368,1,4,,
1,70,ssd,812619.2367,1,3,,
1,70,ssd,666804.3097,1,2,,
1,70,ssd,473521.7634,1,4,,
1,70,ssd,490944.1863,1,3,,
1,70,ssd,628268.7372,1,3,,
1,70,ssd,518037.9404,1,2,,
1,70,ssd,648623.6476,1,3,,
1,70,ssd,637716.3885,1,1,,
1,70,ssd,461977.5849,1,4,,
1,70,ssd,473609.3402,1,5,,
1,70,ssd,651330.5586,1,2,,
1,70,ssd,437072.2974,1,4,,
1,70,ssd,627673.5209,1,2,,
1,71,ssd,632421.9882,1,4,,
1,71,ssd,718355.0383,1,2,,
1,71,ssd,593069.4151,1,2,,
1,71,ssd,528279.8424,1,4,,
1,71,ssd,407890.5445,1,5,,
1,71,ssd,780166.6315,1,3,,
1,71,ssd,644642.8961,1,6,,
1,71,ssd,718246.9919,1,4,,
1,71,ssd,476957.721,1,5,,
1,71,ssd,461124.5663,1,4,,
1,71,ssd,501543.4108,1,4,,
1,71,ssd,616789.0079,1,3,,
1,71,ssd,1131431.936,1,1,,
1,71,ssd,689977.9678,1,2,,
1,71,ssd,717661.2506,1,2,,
1,71,ssd,542166.9806,1,3,,
1,71,ssd,698695.8136,1,2,,
1,71,ssd,916039.1604,1,1,,
1,71,ssd,567685.4924,1,3,,
1,71,ssd,621175.417,1,3,,
1,71,ssd,539892.2645,1,3,,
1,71,ssd,660038.927,1,3,,
1,71,ssd,871983.6152,1,2,,
1,71,ssd,756968.3309,1,2,,
1,71,ssd,547470.8574,1,3,,
1,71,ssd,663773.2508,1,2,,
1,71,ssd,583831.231,1,4,,
1,71,ssd,686850.2341,1,3,,
1,71,ssd,502510.165,1,4,,
1,71,ssd,598314.5313,1,3,,
1,71,ssn,205344.05,1,4,1,4
1,71,ssn,2548941.765,1,2,0,0
1,71,ssn,303368.812,1,5,0,0
1,71,ssn,378708.64,1,4,5,4
1,71,ssn,639907.16,1,1,0,0
1,71,ssn,1825466.03,1,2,1,1
1,71,ssn,664760.3167,1,3,7,1
1,71,ssn,571073.7967,1,3,1,2
1,71,ssn,587021.4467,1,3,1,4
1,71,ssn,511989.1014,1,7,1,4
1,71,ssd,528382.205,1,3,,
1,71,ssd,776530.8806,1,3,,
1,71,ssd,425697.7745,1,3,,
1,71,ssd,473974.8095,1,3,,
1,71,ssd,616089.5357,1,3,,
1,71,ssd,762200.1752,1,2,,
1,71,ssd,552035.4514,1,3,,
1,71,ssd,508489.8214,1,4,,
1,71,ssd,600610.0985,1,4,,
1,71,ssd,575309.5774,1,3,,
1,71,ssn,343341.0825,1,4,1,2
1,71,ssn,303071.4317,1,6,1,2
1,71,ssn,481430.9533,1,3,2,4
1,71,ssn,438550.6125,1,4,2,4
1,71,ssn,352841.3725,1,4,1,2
1,71,ssn,431210.468,1,5,1,2
1,71,ssn,501276.18,1,2,1,2
1,71,ssn,428141.065,1,4,1,2
1,71,ssn,659988.095,1,2,1,2
1,71,ssn,582243.6667,1,3,2,4
1,71,ssd,545303.2419,1,4,,
1,71,ssd,587767.4347,1,3,,
1,71,ssd,810788.0878,1,2,,
1,71,ssd,762196.3824,1,3,,
1,71,ssd,543626.5884,1,3,,
1,71,ssd,644739.571,1,4,,
1,71,ssd,584510.8026,1,4,,
1,71,ssd,630528.2882,1,3,,
1,71,ssd,561001.6196,1,4,,
1,71,ssd,742216.7996,1,2,,
1,71,ssd,1752118.29,1,3,,
1,71,ssd,694045.1596,1,5,,
1,71,ssd,1427611.22,1,4,,
1,71,ssd,496356.4918,1,5,,
1,71,ssd,675512.4051,1,7,,
1,71,ssd,1989844.029,1,4,,
1,71,ssd,967026.8977,1,4,,
1,71,ssd,1023769.669,1,5,,
1,71,ssd,1252799.363,1,2,,
1,71,ssd,1491170.553,1,3,,
1,71,ssd,540693.2891,1,7,,
1,71,ssd,986720.2437,1,2,,
1,71,ssd,825606.7212,1,5,,
1,71,ssd,521938.2623,1,7,,
1,71,ssd,688648.1142,1,4,,
1,71,ssd,482825.3481,1,5,,
1,71,ssd,1353660.231,1,4,,
1,71,ssd,609665.3607,1,3,,
1,71,ssd,691806.8391,1,5,,
1,71,ssd,557708.9705,1,4,,
1,71,ssn,661089.88,1,2,0,0
1,71,ssn,675984.525,1,2,0,0
1,71,ssn,674959.525,1,4,1,2
1,71,ssn,415765.4725,1,4,1,1
1,71,ssn,436648.4267,1,3,1,1
1,71,ssn,698107.155,1,4,2,4
1,71,ssd,917733.8212,1,4,,
1,71,ssd,739191.431,1,5,,
1,71,ssd,1359836.084,1,2,,
1,71,ssd,846896.3493,1,4,,
1,71,ssd,661780.6006,1,5,,
1,71,ssd,787716.7915,1,4,,
1,71,ssd,967409.8093,1,3,,
1,71,ssd,958636.0428,1,4,,
1,71,ssd,1657311.958,1,1,,
1,71,ssd,1076323.17,1,3,,
1,71,ssn,277450.5825,1,4,1,4
1,71,ssn,340071.2614,1,7,1,1
1,71,ssn,425261.315,1,4,1,2
1,71,ssn,370793.46,1,4,1,4
1,71,ssn,615519.8467,1,3,1,2
1,71,ssn,349530.9475,1,4,1,4
1,71,ssn,336982.4375,1,4,1,2
1,71,ssn,427836.1067,1,3,1,4
1,71,ssn,357877.3883,1,6,1,2
1,71,ssn,520061.924,1,5,1,2
1,72,ssn,773328.2357,1,7,1,1
1,72,ssn,641792.87,1,3,1,2
1,72,ssn,358371.4367,1,3,1,1
1,72,ssn,576101.418,1,5,1,1
1,72,ssn,545714.8575,1,4,1,2
1,72,ssn,469537.2967,1,3,1,2
1,72,ssn,647939.54,1,5,1,2
1,72,ssn,521001.6067,1,3,1,1
1,72,ssn,339853.8725,1,4,1,2
1,72,ssn,837620.4,1,3,1,2
1,72,ssd,486695.207,1,4,,
1,72,ssd,1997313.627,1,2,,
1,72,ssd,430173.6544,1,5,,
1,72,ssd,479955.7944,1,5,,
1,72,ssd,1320005.818,1,1,,
1,72,ssd,428735.4645,1,4,,
1,72,ssd,469111.6584,1,4,,
1,72,ssd,399594.3338,1,7,,
1,72,ssd,723984.961,1,4,,
1,72,ssd,694425.0365,1,4,,
1,72,ssd,739699.452,1,3,,
1,72,ssd,549063.158,1,3,,
1,72,ssd,491190.6131,1,4,,
1,72,ssd,505009.5069,1,4,,
1,72,ssd,810540.1456,1,5,,
1,72,ssd,1165905.245,1,2,,
1,72,ssd,1032214.549,1,2,,
1,72,ssd,553267.5911,1,2,,
1,72,ssd,494477.5753,1,4,,
1,72,ssd,745537.8864,1,3,,
1,72,ssn,630969.06,1,2,1,4
1,72,ssn,763586.315,1,4,1,1
1,72,ssn,429773.0067,1,3,1,2
1,72,ssn,342876.49,1,4,6,1
1,72,ssn,361590.465,1,2,0,0
1,72,ssn,663653.1733,1,3,1,4
1,72,ssn,315779.7767,1,6,1,1
1,72,ssn,356457.3483,1,6,1,4
1,72,ssn,1212144.187,1,3,6,1
1,72,ssn,431977.136,1,5,1,1
1,72,ssd,753266.232,1,2,,
1,72,ssd,709419.2002,1,3,,
1,72,ssd,733891.3445,1,3,,
1,72,ssd,488639.1401,1,3,,
1,72,ssd,1070310.34,1,2,,
1,72,ssd,765066.3163,1,2,,
1,72,ssd,643638.2308,1,3,,
1,72,ssd,1032703.613,1,2,,
1,72,ssd,931018.1582,1,2,,
1,72,ssd,795293.4872,1,3,,
1,72,ssd,1092932.381,1,2,,
1,72,ssd,558345.8915,1,4,,
1,72,ssd,657601.1912,1,3,,
1,72,ssd,770218.5488,1,1,,
1,72,ssd,716597.8215,1,2,,
1,72,ssd,548325.7716,1,4,,
1,72,ssd,520784.659,1,2,,
1,72,ssd,343317.0683,1,2,,
1,72,ssd,551455.3986,1,3,,
1,72,ssd,609301.4054,1,3,,
1,72,ssd,1374200.909,1,3,,
1,72,ssd,671931.8965,1,3,,
1,72,ssd,652843.2434,1,4,,
1,72,ssd,932674.9087,1,3,,
1,72,ssd,722866.5577,1,3,,
1,72,ssd,658919.5771,1,4,,
1,72,ssd,1931517.49,1,4,,
1,72,ssd,531026.5609,1,4,,
1,72,ssd,521597.8676,1,6,,
1,72,ssd,653491.5366,1,3,,
1,72,ssd,758128.4349,1,6,,
1,72,ssd,857677.5507,1,3,,
1,72,ssd,921529.7504,1,2,,
1,72,ssd,1215164.198,1,2,,
1,72,ssd,651705.8861,1,3,,
1,72,ssd,875314.9338,1,5,,
1,72,ssd,818942.9423,1,2,,
1,72,ssd,667728.4109,1,4,,
1,72,ssd,533974.215,1,3,,
1,72,ssd,898398.7436,1,3,,
1,72,ssn,356671.04,1,3,1,2
1,72,ssn,1350029.823,1,3,9,4
1,72,ssn,574569.83,1,3,1,2
1,72,ssn,662784.1267,1,3,1,2
1,72,ssn,312533.82,1,5,9,4
1,72,ssn,443779.4775,1,4,6,2
1,72,ssn,530311.33,1,4,1,2
1,72,ssn,722222.382,1,5,1,2
1,72,ssn,463492.8667,1,3,1,2
1,72,ssn,535100.01,1,4,6,1
1,72,ssd,805675.666,1,2,,
1,72,ssd,647534.627,1,4,,
1,72,ssd,880661.6503,1,2,,
1,72,ssd,581965.9631,1,4,,
1,72,ssd,606566.4393,1,5,,
1,72,ssd,695684.6601,1,4,,
1,72,ssd,558900.3513,1,4,,
1,72,ssd,743752.2343,1,2,,
1,72,ssd,629019.8692,1,4,,
1,72,ssd,653764.5047,1,3,,
1,72,ssd,842127.979,1,2,,
1,72,ssd,638117.3067,1,4,,
1,72,ssd,526410.0273,1,5,,
1,72,ssd,515980.4591,1,5,,
1,72,ssd,473083.881,1,5,,
1,72,ssd,501847.6541,1,4,,
1,72,ssd,713976.2148,1,3,,
1,72,ssd,697010.6309,1,3,,
1,72,ssd,788822.8712,1,2,,
1,72,ssd,591736.814,1,3,,
1,80,ssn,793696.08,1,3,1,1
1,80,ssn,521383.3475,1,4,1,1
1,80,ssn,545615.06,1,3,1,4
1,80,ssn,692432.755,1,4,1,1
1,80,ssn,718565.8667,1,3,1,2
1,80,ssn,701251.5833,1,3,1,4
1,80,ssn,525150.0175,1,4,1,1
1,80,ssn,713989.875,1,4,1,1
1,80,ssn,648438.1067,1,3,1,2
1,80,ssd,486575.7844,1,4,,
1,80,ssd,503056.0956,1,4,,
1,80,ssd,497291.3983,1,5,,
1,80,ssd,747533.9499,1,2,,
1,80,ssd,604179.5062,1,3,,
1,80,ssd,471716.2092,1,4,,
1,80,ssd,702159.0674,1,2,,
1,80,ssd,646709.0972,1,3,,
1,80,ssd,500181.4254,1,4,,
1,80,ssd,519308.9355,1,4,,
1,80,ssn,740262.386,1,5,1,2
1,80,ssn,1061461.997,1,3,1,1
1,80,ssn,694781.3617,1,6,1,1
1,80,ssn,735245.2433,1,3,1,2
1,80,ssn,1059064.21,1,3,1,2
1,80,ssd,432393.7769,1,5,,
1,80,ssd,429559.4805,1,5,,
1,80,ssd,478327.0973,1,2,,
1,80,ssd,542269.3432,1,2,,
1,80,ssd,510744.6337,1,4,,
1,80,ssd,426302.0883,1,5,,
1,80,ssd,445756.0218,1,4,,
1,80,ssd,494841.5299,1,2,,
1,80,ssd,433105.7626,1,5,,
1,80,ssd,588722.815,1,3,,
1,80,ssn,389698.5225,1,4,6,1
1,80,ssn,821852.9833,1,3,1,1
1,80,ssn,1287944.838,1,5,1,1
1,80,ssn,662691.27,1,3,1,2
1,80,ssn,515780.492,1,5,1,1
1,80,ssn,677119.05,1,5,1,2
1,80,ssn,1046327.71,1,3,1,1
1,80,ssn,484222.025,1,4,1,4
1,80,ssn,528006.56,1,4,1,4
1,80,ssn,342141.67,1,6,1,4
1,80,ssd,631438.1734,1,3,,
1,80,ssd,516223.8523,1,4,,
1,80,ssd,494466.1991,1,1,,
1,80,ssd,415010.4039,1,5,,
1,80,ssd,431765.9544,1,5,,
1,80,ssd,414066.3968,1,4,,
1,80,ssd,395875.4996,1,5,,
1,80,ssd,1214635.328,1,2,,
1,80,ssd,478695.928,1,7,,
1,80,ssd,468731.593,1,3,,
1,80,ssd,676090.8313,1,2,,
1,80,ssd,866632.3467,1,3,,
1,80,ssd,551685.037,1,7,,
1,80,ssd,599080.3521,1,5,,
1,80,ssd,654424.1709,1,2,,
1,80,ssd,436175.206,1,8,,
1,80,ssd,528603.9886,1,2,,
1,80,ssd,509663.574,1,5,,
1,80,ssd,818855.7463,1,3,,
1,80,ssd,730903.886,1,3,,
1,80,ssn,686969.974,1,5,1,4
1,80,ssn,989383.67,1,2,1,4
1,80,ssn,1474842.87,1,1,1,6
1,80,ssn,841898.29,1,5,1,4
1,80,ssn,1516291.825,1,2,1,4
1,80,ssn,1025221.487,1,3,1,4
1,80,ssn,1653586.335,1,4,1,4
1,80,ssn,576860.466,1,5,1,4
1,80,ssn,881710.66,1,6,1,4
1,80,ssn,522151.926,1,5,1,4
1,80,ssd,657165.2026,1,4,,
1,80,ssd,468436.6377,1,5,,
1,80,ssd,542906.2618,1,4,,
1,80,ssd,629019.3955,1,3,,
1,80,ssd,413750.2113,1,5,,
1,80,ssd,471746.3485,1,5,,
1,80,ssd,568496.8078,1,5,,
1,80,ssd,667191.0094,1,2,,
1,80,ssd,467088.111,1,6,,
1,80,ssd,619188.8342,1,3,,
1,80,ssd,394011.9385,1,4,,
1,80,ssd,533124.987,1,3,,
1,80,ssd,417506.9007,1,2,,
1,80,ssd,690304.9587,1,4,,
1,80,ssd,690304.9587,1,4,,
1,80,ssd,584508.9062,1,6,,
1,80,ssd,574507.741,1,4,,
1,80,ssd,474226.9249,1,4,,
1,80,ssd,508804.4902,1,3,,
1,80,ssd,526410.0273,1,5,,
1,80,ssn,404305.9325,1,4,1,4
1,80,ssn,661192.0633,1,3,1,4
1,80,ssn,525385.7333,1,3,1,1
1,80,ssn,708852.3775,1,4,1,4
1,80,ssn,204292.2625,1,4,9,5
1,80,ssn,478308.7233,1,3,1,4
1,80,ssn,958530.2525,1,4,9,4
1,80,ssn,241253.7257,1,7,1,4
1,80,ssn,242365.244,1,5,1,4
1,80,ssn,529826.2033,1,3,1,4
1,80,ssn,1073167.55,1,3,6,1
1,80,ssn,458319.716,1,5,5,4
1,80,ssn,898327.58,1,4,1,1
1,80,ssn,962756.0167,1,3,1,4
1,80,ssn,749276.494,1,5,1,1
1,80,ssn,1721503.235,1,2,1,4
1,80,ssn,581728.5933,1,6,1,1
1,80,ssn,1497150.473,1,4,1,1
1,80,ssn,3507651.8,1,3,7,1
1,80,ssn,507719.8233,1,3,1,4
1,80,ssd,865011.6124,1,2,,
1,80,ssd,489875.8277,1,5,,
1,80,ssd,530054.1222,1,4,,
1,80,ssd,580886.4223,1,3,,
1,80,ssd,567166.0991,1,4,,
1,80,ssd,756655.5585,1,2,,
1,80,ssd,563532.2407,1,2,,
1,80,ssd,569506.2125,1,4,,
1,80,ssd,572306.9554,1,4,,
1,80,ssd,703455.6555,1,3,,
1,80,ssn,1060235.27,1,3,1,2
1,80,ssn,749362.7133,1,3,1,4
1,80,ssn,1150399.504,1,5,1,1
